amount_paid,case_no,citation,citation_no,citation_status,contract_id,current_penalty,date_issues,date_terminated,final_order_date,proposed_penalty,s_and_s,section_of_act,standard,standard_url,violator
243.00 ,000297041,C,8599789  ,Closed,  ,243.00 ,5/1/2012,5/7/2012,9/13/2012 ,243.00,Y,104(a),56.14101(a)(2),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14101.pdf,Newberg Rock & Dirt
100.00 ,000291331,C,8599787  ,Closed,  ,100.00 ,5/1/2012,5/7/2012,7/13/2012 ,100.00,N,104(a),56.14108,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14108.pdf,Newberg Rock & Dirt
100.00 ,000269626,C,8599107  ,Closed,  ,100.00 ,9/7/2011,9/19/2011,11/18/2011 ,100.00,N,104(a),50.30(a),http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec50-30.pdf,Newberg Rock & Dirt
100.00 ,000239613,C,8599026  ,Closed,  ,100.00 ,10/7/2010,10/7/2010,1/5/2011 ,100.00,N,104(a),56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-12004.pdf,Newberg Rock & Dirt
100.00 ,000239613,C,8599025  ,Closed,  ,100.00 ,10/7/2010,10/7/2010,1/5/2011 ,100.00,N,104(a),56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-12004.pdf,Newberg Rock & Dirt
117.00 ,000220925,C,6398905  ,Closed,  ,117.00 ,4/20/2010,6/8/2010,7/9/2010 ,117.00,Y,104(a),56.11001,http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-11001.pdf,Newberg Rock & Dirt
100.00 ,000210055,C,6338511  ,Closed,  ,100.00 ,12/29/2009,1/11/2010,1/10/2013 ,100.00,N,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-14107.pdf,Newberg Rock & Dirt
100.00 ,000210055,C,6338512  ,Closed,  ,100.00 ,12/29/2009,12/29/2009,1/10/2013 ,100.00,N,104(a),56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-12004.pdf,Newberg Rock & Dirt
100.00 ,000210055,C,6338507  ,Closed,  ,100.00 ,12/29/2009,1/11/2010,1/10/2013 ,100.00,N,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-14107.pdf,Newberg Rock & Dirt
100.00 ,000210055,C,6338510  ,Closed,  ,100.00 ,12/29/2009,12/30/2009,1/10/2013 ,100.00,N,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-14107.pdf,Newberg Rock & Dirt
100.00 ,000210055,C,6338509  ,Closed,  ,100.00 ,12/29/2009,1/11/2010,1/10/2013 ,100.00,N,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-14107.pdf,Newberg Rock & Dirt
100.00 ,000210055,C,6338508  ,Closed,  ,100.00 ,12/29/2009,12/30/2009,1/10/2013 ,100.00,N,104(a),56.11002,http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-11002.pdf,Newberg Rock & Dirt
100.00 ,000180614,C,6479615  ,Closed,  ,100.00 ,2/26/2009,3/4/2009,5/22/2010 ,100.00,N,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-14100.pdf,Newberg Rock & Dirt
100.00 ,000180614,C,6479617  ,Closed,  ,100.00 ,2/26/2009,3/4/2009,5/8/2009 ,100.00,N,104(a),56.4201(a)(2),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-4201.pdf,Newberg Rock & Dirt
100.00 ,000180614,C,6479620  ,Closed,  ,100.00 ,2/26/2009,3/4/2009,5/8/2009 ,100.00,N,104(a),56.12028,http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-12028.pdf,Newberg Rock & Dirt
100.00 ,000180614,C,6479618  ,Closed,  ,100.00 ,2/26/2009,3/4/2009,5/22/2010 ,100.00,N,104(a),56.14130(i),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-14130.pdf,Newberg Rock & Dirt
100.00 ,000180614,C,6479614  ,Closed,  ,100.00 ,2/26/2009,3/4/2009,5/22/2010 ,100.00,N,104(a),56.14100(d),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-14100.pdf,Newberg Rock & Dirt
263.00 ,000180614,C,6479612  ,Closed,  ,263.00 ,2/26/2009,3/4/2009,5/22/2010 ,263.00,Y,104(a),56.9200(d),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-9200.pdf,Newberg Rock & Dirt
100.00 ,000180614,C,6479613  ,Closed,  ,100.00 ,2/26/2009,2/26/2009,5/22/2010 ,100.00,Y,104(a),56.3200,http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-3200.pdf,Newberg Rock & Dirt
100.00 ,000180614,C,6479616  ,Closed,  ,100.00 ,2/26/2009,3/4/2009,5/22/2010 ,100.00,N,104(a),56.14103(b),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-14103.pdf,Newberg Rock & Dirt
100.00 ,000180614,C,6479619  ,Closed,  ,100.00 ,2/26/2009,2/26/2009,5/22/2010 ,100.00,N,104(a),56.14100(a),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-14100.pdf,Newberg Rock & Dirt
100.00 ,000152001,C,6430326  ,Closed,  ,100.00 ,4/2/2008,4/3/2008,7/10/2008 ,100.00,N,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2008-title30-vol1/pdf/CFR-2008-title30-vol1-sec56-14100.pdf,Newberg Rock & Dirt
100.00 ,000152001,C,6430325  ,Closed,  ,100.00 ,4/2/2008,4/3/2008,7/10/2008 ,100.00,N,104(a),56.14112(a)(1),http://www.gpo.gov/fdsys/pkg/CFR-2008-title30-vol1/pdf/CFR-2008-title30-vol1-sec56-14112.pdf,Newberg Rock & Dirt
100.00 ,000121048,C,6342895  ,Closed,  ,100.00 ,5/23/2007,5/24/2007,8/17/2007 ,100.00,N,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2007-title30-vol1/pdf/CFR-2007-title30-vol1-sec56-14107.pdf,Newberg Rock & Dirt
100.00 ,000121048,C,6342892  ,Closed,  ,100.00 ,5/23/2007,5/24/2007,8/17/2007 ,100.00,N,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2007-title30-vol1/pdf/CFR-2007-title30-vol1-sec56-14100.pdf,Newberg Rock & Dirt
100.00 ,000121048,C,6342893  ,Closed,  ,100.00 ,5/23/2007,5/24/2007,8/17/2007 ,100.00,N,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2007-title30-vol1/pdf/CFR-2007-title30-vol1-sec56-14100.pdf,Newberg Rock & Dirt
100.00 ,000121048,C,6342894  ,Closed,  ,100.00 ,5/23/2007,5/24/2007,8/17/2007 ,100.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2007-title30-vol1/pdf/CFR-2007-title30-vol1-sec56-14132.pdf,Newberg Rock & Dirt
60.00 ,000086543,C,6383438  ,Closed,  ,60.00 ,3/1/2006,3/2/2006,6/16/2006 ,60.00,N,104(a),56.11002,http://www.gpo.gov/fdsys/pkg/CFR-2006-title30-vol1/pdf/CFR-2006-title30-vol1-sec56-11002.pdf,Newberg Rock & Dirt
60.00 ,000086543,C,6383437  ,Closed,  ,60.00 ,3/1/2006,3/2/2006,6/16/2006 ,60.00,N,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2006-title30-vol1/pdf/CFR-2006-title30-vol1-sec56-14107.pdf,Newberg Rock & Dirt
60.00 ,000051247,C,6368407  ,Closed,  ,60.00 ,10/27/2004,1/21/2005,7/23/2005 ,60.00,N,104(a),62.120,http://www.gpo.gov/fdsys/pkg/CFR-2004-title30-vol1/pdf/CFR-2004-title30-vol1-sec62-120.pdf,Newberg Rock & Dirt
99.00 ,000044260,C,6368406  ,Closed,  ,99.00 ,10/25/2004,10/27/2004,1/12/2005 ,99.00,Y,104(a),56.14131(a),http://www.gpo.gov/fdsys/pkg/CFR-2004-title30-vol1/pdf/CFR-2004-title30-vol1-sec56-14131.pdf,Newberg Rock & Dirt
