amount_paid,case_no,citation,citation_no,citation_status,contract_id,current_penalty,date_issues,date_terminated,final_order_date,proposed_penalty,s_and_s,section_of_act,standard,standard_url,violator
162.00 ,000303208,C,8665858  ,Closed,  ,162.00 ,9/5/2012,9/6/2012,11/16/2012 ,162.00,N,104(a),56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14112.pdf,Vogt Dirt Service
100.00 ,000303208,C,8665857  ,Closed,  ,100.00 ,9/5/2012,9/5/2012,11/16/2012 ,100.00,N,104(a),56.18002(b),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-18002.pdf,Vogt Dirt Service
108.00 ,000303208,C,8665861  ,Closed,  ,108.00 ,9/5/2012,10/2/2012,11/16/2012 ,108.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14132.pdf,Vogt Dirt Service
100.00 ,000266401,C,6560851  ,Closed,  ,100.00 ,7/12/2011,7/18/2011,10/20/2011 ,100.00,N,104(a),56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-14112.pdf,Vogt Dirt Service
100.00 ,000266401,C,6560845  ,Closed,  ,100.00 ,7/12/2011,7/18/2011,10/20/2011 ,100.00,N,104(a),56.11003,http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-11003.pdf,Vogt Dirt Service
100.00 ,000266401,C,6560855  ,Closed,  ,100.00 ,7/12/2011,7/18/2011,10/20/2011 ,100.00,N,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-14107.pdf,Vogt Dirt Service
100.00 ,000266401,C,6560847  ,Closed,  ,100.00 ,7/12/2011,7/18/2011,10/20/2011 ,100.00,N,104(a),56.16006,http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-16006.pdf,Vogt Dirt Service
100.00 ,000266401,C,6560850  ,Closed,  ,100.00 ,7/12/2011,7/13/2011,10/20/2011 ,100.00,Y,104(a),56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-14112.pdf,Vogt Dirt Service
100.00 ,000266401,C,6560848  ,Closed,  ,100.00 ,7/12/2011,7/13/2011,10/20/2011 ,100.00,N,104(a),56.12002,http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-12002.pdf,Vogt Dirt Service
100.00 ,000266401,C,6560844  ,Closed,  ,100.00 ,7/12/2011,7/18/2011,10/20/2011 ,100.00,N,104(a),56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-14112.pdf,Vogt Dirt Service
100.00 ,000266401,C,6560854  ,Closed,  ,100.00 ,7/12/2011,7/13/2011,10/20/2011 ,100.00,N,104(a),56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-12004.pdf,Vogt Dirt Service
108.00 ,000266401,C,6560843  ,Closed,  ,108.00 ,7/12/2011,7/13/2011,10/20/2011 ,108.00,Y,104(a),56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-14112.pdf,Vogt Dirt Service
100.00 ,000266401,C,6560846  ,Closed,  ,100.00 ,7/12/2011,7/18/2011,10/20/2011 ,100.00,N,104(a),56.20011,http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-20011.pdf,Vogt Dirt Service
100.00 ,000266401,C,6560853  ,Closed,  ,100.00 ,7/12/2011,7/13/2011,10/20/2011 ,100.00,N,104(a),56.4101,http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-4101.pdf,Vogt Dirt Service
100.00 ,000266401,C,6560849  ,Closed,  ,100.00 ,7/12/2011,7/13/2011,10/20/2011 ,100.00,N,104(a),56.12002,http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-12002.pdf,Vogt Dirt Service
100.00 ,000266401,C,6560852  ,Closed,  ,100.00 ,7/12/2011,7/18/2011,10/20/2011 ,100.00,N,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-14100.pdf,Vogt Dirt Service
362.00 ,000266401,C,6560856  ,Closed,  ,362.00 ,7/12/2011,7/13/2011,10/20/2011 ,362.00,Y,104(a),56.18002(a),http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-18002.pdf,Vogt Dirt Service
100.00 ,000266401,C,6560842  ,Closed,  ,100.00 ,7/12/2011,7/18/2011,10/20/2011 ,100.00,N,104(a),56.14108,http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-14108.pdf,Vogt Dirt Service
100.00 ,000263321,C,6560837  ,Closed,  ,100.00 ,7/11/2011,7/13/2011,9/16/2011 ,100.00,N,104(a),56.4201(a)(2),http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-4201.pdf,Vogt Dirt Service
100.00 ,000263321,C,6560840  ,Closed,  ,100.00 ,7/11/2011,7/11/2011,9/16/2011 ,100.00,N,104(a),56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-12004.pdf,Vogt Dirt Service
100.00 ,000263321,C,6560836  ,Closed,  ,100.00 ,7/11/2011,7/11/2011,9/16/2011 ,100.00,N,104(a),56.9300(b),http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-9300.pdf,Vogt Dirt Service
100.00 ,000263321,C,6560841  ,Closed,  ,100.00 ,7/11/2011,7/12/2011,9/16/2011 ,100.00,N,104(a),56.15001,http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-15001.pdf,Vogt Dirt Service
100.00 ,000263321,C,6560838  ,Closed,  ,100.00 ,7/11/2011,7/13/2011,9/16/2011 ,100.00,N,104(a),56.11001,http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-11001.pdf,Vogt Dirt Service
243.00 ,000263321,C,6560839  ,Closed,  ,243.00 ,7/11/2011,7/18/2011,9/16/2011 ,243.00,Y,104(a),56.11002,http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-11002.pdf,Vogt Dirt Service
100.00 ,000254640,C,6553770  ,Closed,  ,100.00 ,3/8/2011,3/11/2011,6/17/2011 ,100.00,N,104(a),50.30(a),http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec50-30.pdf,Vogt Dirt Service
243.00 ,000228566,C,6491762  ,Closed,  ,243.00 ,6/28/2010,6/28/2010,9/18/2010 ,243.00,Y,104(a),56.9300(b),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-9300.pdf,Vogt Dirt Service
243.00 ,000228566,C,6491763  ,Closed,  ,243.00 ,6/28/2010,6/28/2010,9/18/2010 ,243.00,Y,104(a),56.9300(b),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-9300.pdf,Vogt Dirt Service
100.00 ,000208141,C,6493429  ,Closed,  ,100.00 ,11/17/2009,11/17/2009,2/12/2010 ,100.00,N,104(a),50.30(a),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec50-30.pdf,Vogt Dirt Service
100.00 ,000208141,C,6493430  ,Closed,  ,100.00 ,11/17/2009,11/17/2009,2/12/2010 ,100.00,N,104(a),50.30(a),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec50-30.pdf,Vogt Dirt Service
100.00 ,000208141,C,6493425  ,Closed,  ,100.00 ,11/16/2009,11/19/2009,2/12/2010 ,100.00,N,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-14100.pdf,Vogt Dirt Service
100.00 ,000208141,C,6493422  ,Closed,  ,100.00 ,11/16/2009,11/17/2009,2/12/2010 ,100.00,N,104(a),56.1000,http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-1000.pdf,Vogt Dirt Service
100.00 ,000208141,C,6493424  ,Closed,  ,100.00 ,11/16/2009,11/17/2009,2/12/2010 ,100.00,N,104(a),56.4201(a)(1),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-4201.pdf,Vogt Dirt Service
243.00 ,000208141,C,6493428  ,Closed,  ,243.00 ,11/16/2009,11/19/2009,2/12/2010 ,243.00,Y,104(a),56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-12004.pdf,Vogt Dirt Service
100.00 ,000208141,C,6493423  ,Closed,  ,100.00 ,11/16/2009,11/17/2009,2/12/2010 ,100.00,N,104(a),47.54(a),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec47-54.pdf,Vogt Dirt Service
243.00 ,000208141,C,6493427  ,Closed,  ,243.00 ,11/16/2009,11/19/2009,2/12/2010 ,243.00,Y,104(a),56.12013(b),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-12013.pdf,Vogt Dirt Service
100.00 ,000208141,C,6493426  ,Closed,  ,100.00 ,11/16/2009,11/17/2009,2/12/2010 ,100.00,N,104(a),56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-12004.pdf,Vogt Dirt Service
100.00 ,000139221,C,6193705  ,Closed,  ,100.00 ,5/22/2007,5/24/2007,3/19/2008 ,100.00,N,104(a),56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2007-title30-vol1/pdf/CFR-2007-title30-vol1-sec56-12004.pdf,Vogt Dirt Service
100.00 ,000139221,C,6193703  ,Closed,  ,100.00 ,5/22/2007,5/24/2007,3/19/2008 ,100.00,N,104(a),56.14103(b),http://www.gpo.gov/fdsys/pkg/CFR-2007-title30-vol1/pdf/CFR-2007-title30-vol1-sec56-14103.pdf,Vogt Dirt Service
108.00 ,000139221,C,6193702  ,Closed,  ,108.00 ,5/22/2007,5/24/2007,3/19/2008 ,108.00,Y,104(a),56.16006,http://www.gpo.gov/fdsys/pkg/CFR-2007-title30-vol1/pdf/CFR-2007-title30-vol1-sec56-16006.pdf,Vogt Dirt Service
100.00 ,000139221,C,6193706  ,Closed,  ,100.00 ,5/22/2007,5/24/2007,3/19/2008 ,100.00,N,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2007-title30-vol1/pdf/CFR-2007-title30-vol1-sec56-14100.pdf,Vogt Dirt Service
100.00 ,000139221,C,6193707  ,Closed,  ,100.00 ,5/22/2007,5/22/2007,3/19/2008 ,100.00,N,104(a),56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-2007-title30-vol1/pdf/CFR-2007-title30-vol1-sec56-14112.pdf,Vogt Dirt Service
100.00 ,000139221,C,6193704  ,Closed,  ,100.00 ,5/22/2007,5/24/2007,3/19/2008 ,100.00,N,104(a),56.14103(b),http://www.gpo.gov/fdsys/pkg/CFR-2007-title30-vol1/pdf/CFR-2007-title30-vol1-sec56-14103.pdf,Vogt Dirt Service
60.00 ,000080133,C,6176328  ,Closed,  ,60.00 ,11/21/2005,11/21/2005,4/1/2006 ,60.00,N,104(a),56.14101(a)(2),http://www.gpo.gov/fdsys/pkg/CFR-2005-title30-vol1/pdf/CFR-2005-title30-vol1-sec56-14101.pdf,Vogt Dirt Service
60.00 ,000080133,C,6176329  ,Closed,  ,60.00 ,11/21/2005,11/23/2005,4/1/2006 ,60.00,N,104(a),56.15001,http://www.gpo.gov/fdsys/pkg/CFR-2005-title30-vol1/pdf/CFR-2005-title30-vol1-sec56-15001.pdf,Vogt Dirt Service
