amount_paid,case_no,citation,citation_no,citation_status,contract_id,current_penalty,date_issues,date_terminated,final_order_date,proposed_penalty,s_and_s,section_of_act,standard,standard_url,violator
0.00 ,000422613,C,8946221  ,Delinquent,  ,114.00 ,8/24/2016,8/31/2016,11/25/2016 ,114.00,N,104(a),56.14108,http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14108.pdf,Dirt Doctor Inc
0.00 ,000422613,C,8946222  ,Delinquent,  ,114.00 ,8/24/2016,8/31/2016,11/25/2016 ,114.00,N,104(a),56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14112.pdf,Dirt Doctor Inc
0.00 ,000397158,C,8888569  ,Pending Payment,  ,243.00 ,9/30/2015,10/5/2015,2/16/2016 ,243.00,Y,104(a),56.12028,http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec56-12028.pdf,Dirt Doctor Inc
0.00 ,000397158,C,8888568  ,Pending Payment,  ,100.00 ,9/29/2015,10/5/2015,2/16/2016 ,100.00,N,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec56-14107.pdf,Dirt Doctor Inc
99.47 ,000381658,C,8848500  ,Delinquent,  ,100.00 ,3/27/2015,4/1/2015,6/20/2015 ,100.00,N,104(a),50.30(a),http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec50-30.pdf,Dirt Doctor Inc
100.00 ,000362086,C,8847624  ,Closed,  ,100.00 ,7/30/2014,8/12/2014,10/25/2014 ,100.00,N,104(a),50.30(a),http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec50-30.pdf,Dirt Doctor Inc
100.00 ,000362086,C,8847623  ,Closed,  ,100.00 ,7/30/2014,7/30/2014,10/25/2014 ,100.00,N,104(a),56.18002(b),http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-18002.pdf,Dirt Doctor Inc
100.00 ,000362086,C,8847617  ,Closed,  ,100.00 ,7/30/2014,7/30/2014,10/25/2014 ,100.00,N,104(a),56.1000,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-1000.pdf,Dirt Doctor Inc
108.00 ,000362086,C,8847622  ,Closed,  ,108.00 ,7/30/2014,8/12/2014,10/25/2014 ,108.00,Y,104(a),56.12028,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-12028.pdf,Dirt Doctor Inc
108.00 ,000362086,C,8847618  ,Closed,  ,108.00 ,7/30/2014,8/12/2014,10/25/2014 ,108.00,Y,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-14107.pdf,Dirt Doctor Inc
100.00 ,000362086,C,8847620  ,Closed,  ,100.00 ,7/30/2014,8/12/2014,10/25/2014 ,100.00,Y,104(a),56.12032,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-12032.pdf,Dirt Doctor Inc
100.00 ,000362086,C,8847619  ,Closed,  ,100.00 ,7/30/2014,7/30/2014,10/25/2014 ,100.00,N,104(a),56.16006,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-16006.pdf,Dirt Doctor Inc
243.00 ,000362086,C,8847621  ,Closed,  ,243.00 ,7/30/2014,7/30/2014,10/25/2014 ,243.00,Y,104(a),56.12018,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-12018.pdf,Dirt Doctor Inc
100.00 ,000238774,C,6553280  ,Closed,  ,100.00 ,9/27/2010,9/27/2010,12/29/2010 ,100.00,N,104(a),41.10,http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec41-10.pdf,Dirt Doctor Inc
131.00 ,000238774,O,6553281  ,Closed,  ,131.00 ,9/27/2010,8/16/2011,12/29/2010 ,131.00,Y,104(g)(1),46.5(a),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec46-5.pdf,Dirt Doctor Inc
